DEPT,DT,GR,M2R1,M2R2,M2R3,M2R6,M2R9,M2RX,SP,ZDEN
M,US/FT,gAPI,OHMM,OHMM,OHMM,OHMM,OHMM,OHMM,mV,G/C3
2137.5001,80.0421,133.7861,584.2289,5.0299,3.2527,3.4776,3.6756,3.7677,169.4634,2.521
2137.6001,80.5431,132.3255,1412.5094,5.018,3.1424,3.3604,3.5634,3.6594,169.2468,2.519
2137.7001,81.5058,131.1465,1863.5483,4.9868,3.0396,3.2495,3.4576,3.5576,169.059,2.5251
2137.8001,82.7135,130.8778,1919.8386,4.9543,2.9608,3.1659,3.3808,3.4848,169.0541,2.5339
2137.9001,83.8469,131.5443,1921.0554,4.8791,2.9081,3.123,3.347,3.454,169.3187,2.544
2138.0001,84.6536,132.5695,1831.4401,4.7684,2.8953,3.1386,3.3748,3.4828,169.7928,2.552
2138.1001,84.7205,133.5724,1206.6044,4.7015,2.9297,3.2095,3.4643,3.5783,170.3577,2.556
2138.2001,84.4991,134.7678,375.7116,4.6539,3.0233,3.3634,3.6485,3.7735,170.8867,2.554
2138.3001,83.9984,136.312,87.5482,4.5881,3.1668,3.5915,3.9163,4.0566,171.2461,2.5428
2138.4001,84.1194,138.0039,33.2854,4.598,3.4178,3.9881,4.3888,4.5516,171.4331,2.5211
2138.5001,84.8513,139.2382,18.1859,4.5012,3.7145,4.4688,4.9198,5.1048,171.6256,2.4827
2138.6001,86.8622,139.7136,9.5412,4.1154,3.8277,4.641,5.0881,5.2731,171.9612,2.4197
2138.7001,89.898,139.6402,5.4539,3.4673,3.5865,4.3097,4.6818,4.8329,172.3482,2.3292
2138.8001,93.3189,139.2056,3.5984,2.7238,2.9838,3.5307,3.8002,3.909,172.4673,2.2284
2138.9001,96.5255,138.4862,2.7066,2.1539,2.4129,2.8221,3.0237,3.1079,172.2439,2.1507
2139.0001,98.5919,137.4632,2.2689,1.7768,1.9988,2.3057,2.4587,2.5267,171.887,2.115
2139.1001,99.6393,136.4827,2.1345,1.5731,1.7516,2.0023,2.1162,2.1661,171.8341,2.1286
2139.2001,98.4926,135.968,2.1837,1.4805,1.6148,1.8399,1.938,1.9821,172.2347,2.1867
2139.3001,96.0704,135.8206,2.361,1.4541,1.542,1.7519,1.8449,1.8879,172.772,2.2703
2139.4001,92.8874,135.7173,2.6386,1.4836,1.5292,1.7322,1.8262,1.8682,173.0515,2.354
2139.5001,89.1621,135.2205,3.0189,1.5797,1.5908,1.8048,1.9058,1.9498,173.0171,2.4268
2139.6001,86.1633,134.3309,3.5258,1.7856,1.7818,2.0427,2.1692,2.2193,172.8578,2.4682
2139.7001,83.8818,133.5317,4.1203,2.1822,2.2139,2.6235,2.8218,2.8926,172.6787,2.5047
2139.8001,83.814,133.419,4.155,2.8279,3.0449,3.7188,4.0388,4.1248,172.468,2.533
2139.9001,84.8749,133.8324,3.2603,3.1933,3.6167,4.2575,4.5172,4.578,172.329,2.561
2140.0001,86.9222,134.0863,2.0969,2.7937,3.3637,3.9868,4.2101,4.2492,172.4363,2.562
2140.1001,89.8181,133.3007,1.2688,2.0907,2.7939,3.3829,3.5718,3.5938,172.9171,2.5288
2140.2001,92.5055,131.6573,0.8198,1.5813,2.3899,2.9562,3.1191,3.128,173.3433,2.4683
2140.3001,94.8696,130.0195,0.6367,1.3579,2.2994,2.8903,3.0443,3.0433,173.3699,2.4063
2140.4001,96.3315,129.4527,0.6166,1.3692,2.5116,3.1822,3.3413,3.3303,173.0283,2.3488
2140.5001,97.3512,129.9458,0.7219,1.5867,2.986,3.7777,3.9545,3.9336,172.7084,2.3035
2140.6001,97.9114,130.5773,0.9967,2.0305,3.6812,4.598,4.795,4.763,172.5991,2.277
2140.7001,97.617,130.3948,1.4219,2.4459,4.0475,4.9419,5.1316,5.0956,172.6161,2.266
2140.8001,96.6426,129.4047,1.7703,2.4291,3.6273,4.3228,4.4751,4.4431,172.5059,2.262
2140.9001,94.6147,128.2555,1.885,1.9803,2.6577,3.0883,3.1873,3.1673,172.1732,2.261
2141.0001,90.7741,127.9458,1.8984,1.5315,1.8416,2.0837,2.1476,2.1366,171.7042,2.2755
2141.1001,86.2544,129.1072,2.1179,1.3927,1.5296,1.6969,1.747,1.742,171.2672,2.3188
2141.2001,80.6276,131.6397,2.7008,1.4631,1.4988,1.65,1.703,1.7011,170.9386,2.3833
2141.3001,75.3609,134.9596,3.7785,1.721,1.6868,1.8635,1.9383,1.9422,170.8431,2.4581
2141.4001,70.6841,138.0573,5.5302,2.2369,2.138,2.4238,2.5567,2.5716,170.9099,2.5269
2141.5001,67.802,139.7983,7.5718,3.1764,3.0569,3.6823,3.9898,4.0391,170.8784,2.563
2141.6001,67.9457,139.9834,8.6535,5.0248,5.2508,7.3092,7.8234,7.9141,170.655,2.567
2141.7001,70.0805,139.1856,6.6983,6.8794,7.6808,9.5037,10.1778,10.3058,170.3259,2.539
2141.8001,75.6295,138.5803,3.9585,5.9653,7.3971,9.0688,9.8045,9.9515,170.1054,2.4823
2141.9001,83.0527,138.7082,2.114,4.1965,6.0142,7.6544,8.3606,8.5056,170.0483,2.4154
2142.0001,91.51,139.3072,1.1404,2.6216,4.3786,5.7896,6.3922,6.5191,170.0618,2.3458
2142.1001,99.6527,139.3603,0.6778,1.6295,3.0872,4.2118,4.6933,4.7957,170.0106,2.2759
2142.2001,105.5285,138.3542,0.4597,1.0917,2.2407,3.1145,3.4968,3.5798,169.9522,2.1893
2142.3001,109.2483,136.2845,0.386,0.8706,1.7997,2.508,2.8298,2.9018,170.1719,2.0884
2142.4001,107.8487,133.7963,0.391,0.8106,1.5901,2.1931,2.4814,2.5475,170.7969,1.9919
2142.5001,103.5016,131.5708,0.467,0.866,1.547,2.09,2.369,2.435,171.6607,1.921
2142.6001,97.1354,130.7498,0.6898,1.1039,1.7511,2.3009,2.6066,2.6828,172.3653,1.8943
2142.7001,89.9898,132.1652,1.2203,1.6482,2.3151,2.9525,3.3399,3.4387,172.513,1.9248
2142.8001,84.144,135.5204,2.3338,2.6111,3.298,4.1026,4.634,4.7701,172.0983,2.0173
2142.9001,79.6655,139.7901,4.2927,3.4422,4.4934,5.5541,6.2702,6.4545,171.3936,2.1464
2143.0001,79.0287,143.1749,6.6303,3.4619,4.1026,6.0728,7.1284,7.427,170.8503,2.2655
2143.1001,79.7514,144.7726,7.2217,3.1925,3.3345,4.6218,5.8452,6.2151,170.5737,2.3219
2143.2001,81.7337,144.5118,4.8812,2.5202,2.4792,3.0578,3.5972,3.7436,170.5166,2.3091
2143.3001,84.0978,143.3875,3.1623,1.9268,1.8928,2.2022,2.4645,2.5276,170.5929,2.2591
2143.4001,86.0374,142.8313,2.618,1.696,1.6903,1.9314,2.1264,2.1714,170.6906,2.2312
2143.5001,87.4498,143.2467,2.6121,1.699,1.7277,1.9786,2.1756,2.2176,170.7704,2.2578
2143.6001,88.3364,144.3915,2.9367,1.8764,1.9515,2.2657,2.5048,2.5548,170.9175,2.3311
2143.7001,89.3009,145.3988,3.4462,2.1834,2.315,2.7346,3.0467,3.1089,171.2343,2.3943
2143.8001,90.3993,145.8427,4.1076,2.5849,2.7746,3.3399,3.7544,3.8343,171.6329,2.4229
2143.9001,92.136,146.0458,4.753,2.9389,3.1498,3.8477,4.3545,4.4535,171.9635,2.4279
2144.0001,94.0149,146.6944,4.75,2.9252,3.0976,3.765,4.2344,4.3265,172.0707,2.4072
2144.1001,96.134,148.1066,4.0626,2.5359,2.6411,3.1345,3.4638,3.5269,171.9144,2.3721
2144.2001,97.8493,150.1769,3.3745,2.0793,2.1271,2.4626,2.6773,2.7193,171.5297,2.3419
2144.3001,99.1652,152.2891,3.1609,1.8352,1.8535,2.125,2.2974,2.3335,171.0533,2.3331
2144.4001,99.9001,153.8263,3.2681,1.734,1.734,1.986,2.146,2.181,170.6369,2.35
2144.5001,100.1003,154.4103,3.4753,1.7069,1.6939,1.9398,2.0998,2.1378,170.4167,2.3844
2144.6001,100.1328,154.3355,3.5078,1.7,1.6791,1.9201,2.0762,2.1181,170.3822,2.4277
2144.7001,100.0827,154.2377,3.3813,1.7111,1.6901,1.9271,2.0821,2.1251,170.3413,2.4661
2144.8001,100.2948,154.4593,3.157,1.7443,1.7275,1.9685,2.1225,2.1696,170.1184,2.4901
2144.9001,100.6737,154.8806,2.8441,1.7699,1.7679,2.0099,2.1629,2.2129,169.8369,2.5
2145.0001,101.3694,155.1268,2.4831,1.7638,1.786,2.0219,2.1668,2.2168,169.7782,2.5
2145.1001,101.9354,155.0993,2.1711,1.7333,1.7791,2.0042,2.1383,2.1893,169.9701,2.4951
2145.2001,102.2748,154.9591,1.9601,1.706,1.776,1.997,2.134,2.186,170.1639,2.49
2145.3001,101.6993,155.0363,1.8589,1.7104,1.8036,2.0387,2.1777,2.2308,170.0312,2.488
2145.4001,100.0369,155.4133,1.8501,1.7517,1.8675,2.1194,2.2604,2.3164,169.5961,2.489
2145.5001,97.5497,156.0025,1.9385,1.8474,1.9834,2.2515,2.3975,2.4575,169.0966,2.488
2145.6001,93.8466,156.2256,2.1387,2.017,2.1733,2.4647,2.6199,2.6839,168.9077,2.487
2145.7001,90.2885,155.5868,2.4566,2.2719,2.4558,2.7806,2.9506,3.0215,169.137,2.49
2145.8001,86.8419,153.8622,2.8999,2.6318,2.856,3.2332,3.4243,3.5034,169.6744,2.5021
2145.9001,85.2307,151.5266,3.2779,2.9832,3.2556,3.6742,3.883,3.9689,170.1439,2.5228
2146.0001,85.227,149.3374,3.3569,3.1677,3.4497,3.8767,4.0867,4.1737,170.2408,2.551
2146.1001,86.6603,147.7673,3.036,3.0462,3.2992,3.6958,3.8875,3.9655,169.9165,2.5741
2146.2001,90.2636,146.782,2.5291,2.6929,2.9409,3.2844,3.4466,3.5127,169.4756,2.5819
2146.3001,94.1009,145.9218,2.0887,2.3487,2.5937,2.8867,3.0207,3.0756,169.209,2.567
2146.4001,98.0566,144.9804,1.8149,2.1231,2.3671,2.6218,2.7367,2.7837,169.1718,2.5417
2146.5001,99.9926,143.8928,1.7106,2.0355,2.2805,2.5126,2.6157,2.6587,169.1521,2.5171
2146.6001,100.4055,142.6216,1.7144,2.0282,2.2692,2.4841,2.5791,2.6201,168.9803,2.504
2146.7001,99.0413,141.2731,1.8128,2.0804,2.3056,2.5048,2.5928,2.6338,168.8051,2.5001
2146.8001,94.7341,139.9434,2.0384,2.2047,2.3978,2.5828,2.6668,2.7088,168.8599,2.504
2146.9001,89.525,138.6137,2.4487,2.4294,2.573,2.747,2.829,2.8731,169.0311,2.5121
2147.0001,83.527,137.1098,3.1308,2.7808,2.8584,3.0334,3.1203,3.1723,169.0389,2.5239
2147.1001,77.7098,135.0234,4.3074,3.2651,3.2361,3.4211,3.5201,3.5861,168.7449,2.54
2147.2001,72.615,132.2643,5.9881,3.7546,3.57,3.7518,3.8598,3.9389,168.3772,2.5633
2147.3001,68.7734,129.1796,7.7637,4.1286,3.7747,3.9398,4.0468,4.1328,168.1912,2.5888
2147.4001,66.7347,126.2593,9.1046,4.3836,3.8803,4.0222,4.1252,4.2122,168.2181,2.6171
2147.5001,65.6464,124.7265,9.6299,4.5675,3.9647,4.0916,4.1886,4.2776,168.2366,2.6412
2147.6001,65.7606,124.8466,9.7835,4.7713,4.0975,4.2195,4.3156,4.4046,168.0397,2.6569
2147.7001,66.704,125.9762,9.8508,5.0591,4.3401,4.4723,4.5733,4.6684,167.7304,2.666
2147.8001,68.0672,126.86,9.8173,5.4174,4.6984,4.8601,4.9749,5.0798,167.633,2.668
2147.9001,70.1055,127.1068,9.6511,5.8207,5.1517,5.3586,5.4926,5.6096,167.7089,2.668
2148.0001,73.0719,127.3753,9.5293,6.363,5.8048,6.089,6.2592,6.3875,167.6928,2.667
2148.1001,76.5276,128.7985,9.796,7.2842,6.9367,7.3597,7.5604,7.7172,167.4389,2.667
2148.2001,81.0073,131.4995,9.495,7.9876,7.9851,8.5097,8.7826,8.9445,167.2192,2.658
2148.3001,85.5597,134.6891,7.5131,7.2782,7.5246,7.8713,8.0547,8.1653,167.2971,2.6315
2148.4001,89.729,137.318,4.9905,5.1975,5.4813,5.7148,5.8391,5.9143,167.6544,2.5862
2148.5001,92.5073,139.1426,3.0795,3.2701,3.4918,3.6395,3.7224,3.7663,167.976,2.5257
2148.6001,93.1904,140.1013,2.1543,2.2583,2.413,2.5106,2.5679,2.5961,167.9809,2.4726
2148.7001,92.4214,140.0461,1.8964,1.9166,2.0287,2.1037,2.1527,2.1747,167.6376,2.4391
2148.8001,89.1285,139.1223,2.0995,2.0167,2.0814,2.1445,2.1896,2.2106,167.1651,2.4453
2148.9001,85.4002,137.9786,2.818,2.5019,2.5312,2.5982,2.6541,2.6751,166.6572,2.4857
2149.0001,81.323,136.8587,4.3642,3.3948,3.3507,3.4477,3.5417,3.5727,166.1065,2.538
2149.1001,78.4223,135.6149,6.4735,4.1889,3.981,4.0939,4.22,4.258,165.5879,2.5773
2149.2001,76.7225,133.8856,8.1467,4.5589,4.1719,4.276,4.409,4.446,165.1982,2.6019
2149.3001,75.9681,131.3899,8.5718,4.5153,4.0202,4.0971,4.216,4.248,164.97,2.62
2149.4001,76.5104,129.0198,8.2687,4.3253,3.7977,3.853,3.9532,3.9793,164.9789,2.6309
2149.5001,77.0296,127.7614,8.1583,4.2163,3.6654,3.7074,3.7954,3.8174,165.2991,2.632
2149.6001,77.5074,128.0852,8.2177,4.1871,3.616,3.6509,3.7319,3.7529,165.8989,2.626
2149.7001,77.2583,129.6147,8.3191,4.1969,3.6091,3.6391,3.7152,3.7352,166.4855,2.622
2149.8001,76.898,131.3521,8.533,4.263,3.649,3.678,3.751,3.77,166.745,2.622
2149.9001,76.4336,132.7099,9.0802,4.4514,3.7885,3.8186,3.8937,3.9167,166.6705,2.6261
2150.0001,76.7082,133.4392,10.1629,4.8087,4.0543,4.0922,4.1742,4.2021,166.6154,2.631
2150.1001,77.5163,134.0739,11.3204,5.2116,4.3585,4.4076,4.4996,4.5336,166.7989,2.631
2150.2001,79.0176,135.1161,11.4509,5.4076,4.538,4.6001,4.7001,4.7411,167.1182,2.6259
2150.3001,80.867,136.7558,10.135,5.2078,4.4553,4.5273,4.6253,4.6703,167.2963,2.618
2150.4001,82.5538,139.1799,8.2407,4.6819,4.1259,4.2009,4.2888,4.3308,167.2457,2.611
2150.5001,83.7516,141.9899,6.7712,4.1337,3.7509,3.8239,3.901,3.941,167.1836,2.608
2150.6001,83.9748,144.6574,5.8888,3.7224,3.4613,3.5343,3.6053,3.6433,167.3728,2.608
2150.7001,83.8259,146.445,5.4957,3.5002,3.3117,3.3888,3.4608,3.4988,167.9031,2.61
2150.8001,83.3367,147.3948,5.3461,3.4097,3.2733,3.3592,3.4382,3.4792,168.3903,2.612
2150.9001,83.2756,147.8606,5.2927,3.412,3.3181,3.4192,3.5102,3.5552,168.49,2.612
2151.0001,83.5951,148.2087,5.1149,3.4333,3.3818,3.501,3.6061,3.6571,167.9652,2.6089
2151.1001,84.5833,148.8071,4.6642,3.3693,3.3661,3.498,3.614,3.667,167.1787,2.602
2151.2001,85.988,149.8927,3.9275,3.1444,3.1885,3.3225,3.4364,3.4864,166.5225,2.5899
2151.3001,87.487,151.5432,3.1637,2.791,2.8686,2.9888,3.0899,3.131,166.4211,2.5722
2151.4001,89.007,153.9313,2.5821,2.4816,2.5915,2.7066,2.8016,2.8376,166.7304,2.551
2151.5001,90.428,157.1317,2.2643,2.3556,2.5121,2.6352,2.7323,2.7673,167.2131,2.5279
2151.6001,91.7755,160.7163,2.1698,2.4413,2.6548,2.7956,2.9025,2.9385,167.6285,2.5082
2151.7001,93.1881,164.4502,2.169,2.6351,2.9211,3.0861,3.2082,3.2482,167.9522,2.486
2151.8001,94.5127,168.2602,2.1039,2.7212,3.0642,3.2482,3.3801,3.4211,168.1982,2.4597
2151.9001,95.6544,172.2828,1.9022,2.541,2.889,3.07,3.1971,3.2361,168.4088,2.4322
2152.0001,96.0472,176.6921,1.6767,2.2212,2.5281,2.692,2.805,2.839,168.6448,2.4059
2152.1001,95.5521,180.2747,1.5921,2.0136,2.2741,2.4263,2.5294,2.5614,168.8673,2.3872
2152.2001,94.3576,181.4636,1.7226,2.003,2.2251,2.3781,2.4801,2.5121,169.0056,2.376
2152.3001,92.0233,178.751,2.2028,2.2794,2.4763,2.6507,2.7659,2.803,168.9872,2.3741
2152.4001,89.7389,173.4616,3.1074,2.804,2.9901,3.2275,3.3722,3.4201,168.8632,2.3829
2152.5001,87.4274,167.197,4.4208,3.3409,3.4939,3.8369,4.0669,4.1469,168.728,2.406
2152.6001,86.5884,162.1626,5.6885,3.6044,3.692,4.0911,4.3562,4.4492,168.7063,2.4424
2152.7001,86.9525,158.8752,6.286,3.6418,3.686,4.1029,4.3749,4.4719,168.8471,2.4827
2152.8001,88.545,156.6488,5.9892,3.5132,3.5563,3.9712,4.2342,4.3291,169.2045,2.5171
2152.9001,92.3373,155.0698,4.9218,3.2069,3.2843,3.6706,3.9092,3.996,169.7524,2.5391
2153.0001,96.5165,154.2184,3.7447,2.7817,2.8945,3.2258,3.4229,3.494,170.2859,2.544
2153.1001,101.3334,154.3504,2.7466,2.3039,2.4349,2.6936,2.8395,2.8915,170.6897,2.5379
2153.2001,105.2684,155.5276,2.1147,1.9141,2.0451,2.2566,2.3779,2.422,170.8157,2.5261
2153.3001,108.1966,156.9434,1.7414,1.6513,1.7833,1.9763,2.0843,2.1224,170.6682,2.509
2153.4001,109.53,157.6575,1.5577,1.5118,1.6508,1.8318,1.9318,1.9678,170.3555,2.4919
2153.5001,107.8361,157.4754,1.5243,1.4852,1.6272,1.8052,1.9022,1.9382,170.0484,2.4761
2153.6001,104.6376,156.9081,1.6254,1.5633,1.7033,1.8873,1.9863,2.0223,169.8891,2.465
2153.7001,99.5291,156.3273,1.8656,1.7464,1.8834,2.0796,2.1858,2.2258,169.9198,2.4611
2153.8001,93.6531,155.4494,2.2859,2.0495,2.1905,2.4084,2.5263,2.5703,170.0812,2.468
2153.9001,87.7454,153.4485,3.0105,2.5226,2.6645,2.9358,3.081,3.1341,170.217,2.4851
2154.0001,82.644,150.4111,4.0282,3.1053,3.2255,3.5657,3.7513,3.823,170.2051,2.5077
2154.1001,79.1685,147.0253,5.3242,3.7317,3.7958,4.1897,4.4056,4.4936,170.0833,2.53
2154.2001,76.7836,144.8909,6.4841,4.1822,4.1495,4.5463,4.76,4.85,170.0236,2.5461
2154.3001,76.0356,144.0434,7.053,4.3495,4.2234,4.5807,4.766,4.848,170.1093,2.5549
2154.4001,76.1343,143.6082,7.0188,4.2759,4.0849,4.3758,4.5218,4.5888,170.2399,2.563
2154.5001,76.5908,142.3681,6.6957,4.0927,3.8674,4.0898,4.2046,4.2585,170.0781,2.5732
2154.6001,77.1666,140.0836,6.4703,3.9578,3.706,3.8723,3.9654,4.0125,169.5869,2.5889
2154.7001,77.574,137.3436,6.4094,3.9061,3.625,3.7509,3.8248,3.8678,168.9027,2.6071
2154.8001,77.8555,135.4705,6.5107,3.9366,3.6201,3.7155,3.7776,3.8157,168.2265,2.6228
2154.9001,77.9756,134.8061,6.7183,4.0227,3.6609,3.731,3.783,3.819,167.5721,2.635
2155.0001,78.0765,134.9841,6.9949,4.1458,3.7335,3.7814,3.8254,3.8604,166.8714,2.64
2155.1001,78.1632,135.3197,7.298,4.2787,3.8172,3.8454,3.8834,3.9174,166.1283,2.641
2155.2001,78.228,135.236,7.5489,4.392,3.89,3.901,3.933,3.967,165.4703,2.641
2155.3001,78.1706,134.6617,7.6575,4.452,3.931,3.929,3.9559,3.9889,165.1035,2.641
2155.4001,78.0151,133.9639,7.6064,4.453,3.934,3.923,3.9471,3.9791,165.0514,2.642
2155.5001,77.5697,133.69,7.4658,4.423,3.924,3.907,3.929,3.96,165.1273,2.644
2155.6001,77.0422,134.0873,7.3693,4.4166,3.9387,3.9197,3.9417,3.9727,165.2411,2.643
2155.7001,76.4674,134.8698,7.3919,4.4628,3.9998,3.9798,4.0037,4.0347,165.5039,2.639
2155.8001,76.0855,135.4292,7.5163,4.5564,4.1024,4.0824,4.1105,4.1435,166.1028,2.632
2155.9001,75.9851,135.2855,7.5764,4.6243,4.1831,4.1661,4.1971,4.2321,166.8351,2.6261
2156.0001,76.1618,134.4052,7.4712,4.612,4.195,4.182,4.215,4.253,167.3403,2.622
2156.1001,76.9411,133.045,7.2448,4.5152,4.1274,4.1174,4.1534,4.1915,167.0635,2.619
2156.2001,77.825,131.8059,7.0982,4.4188,4.0516,4.0456,4.0836,4.1226,166.1364,2.619
2156.3001,78.8661,131.1488,7.1253,4.371,4.006,4.003,4.044,4.085,164.952,2.622
2156.4001,79.6311,131.6869,7.3255,4.3803,4.0001,4.0011,4.0441,4.0872,164.2293,2.626
2156.5001,80.0986,133.3345,7.5538,4.4099,4.006,4.01,4.0569,4.1029,164.2529,2.628
2156.6001,80.182,135.6822,7.7509,4.4412,4.0101,4.0171,4.0671,4.1151,164.8111,2.625
2156.7001,79.7115,138.0818,7.9635,4.4983,4.0337,4.0437,4.0957,4.1466,165.5493,2.6181
2156.8001,79.0506,140.0573,8.3032,4.6137,4.1048,4.1188,4.1738,4.2278,166.2394,2.611
2156.9001,78.2011,141.1412,8.744,4.7731,4.2108,4.2288,4.2878,4.3459,166.7814,2.606
2157.0001,77.4973,141.1638,9.1702,4.9355,4.323,4.344,4.4059,4.4679,167.1239,2.607
2157.1001,76.9209,140.0181,9.5201,5.0781,4.424,4.448,4.512,4.577,167.257,2.61
2157.2001,76.6259,137.8482,9.7794,5.1866,4.5014,4.5284,4.5924,4.6594,167.2775,2.6161
2157.3001,76.6161,135.0194,9.9241,5.2437,4.5437,4.5707,4.6338,4.7008,167.3277,2.622
2157.4001,76.7308,131.9706,9.9036,5.2328,4.5369,4.5619,4.6229,4.6878,167.5729,2.627
2157.5001,76.9748,129.3813,9.7845,5.1762,4.4964,4.5183,4.5753,4.6372,167.8473,2.628
2157.6001,77.1953,127.5831,9.6654,5.1102,4.4472,4.4652,4.5192,4.5772,167.8739,2.626
2157.7001,77.3958,126.5849,9.6048,5.0598,4.4088,4.4228,4.4728,4.5278,167.4634,2.622
2157.8001,77.5237,125.9078,9.5733,5.0214,4.3783,4.3874,4.4344,4.4864,166.8689,2.6171
2157.9001,77.6409,125.0665,9.534,4.987,4.349,4.352,4.397,4.446,166.3683,2.613
2158.0001,77.7615,123.6538,9.4895,4.9568,4.3228,4.3207,4.3637,4.4107,166.2667,2.6069
2158.1001,77.9258,121.7079,9.4364,4.9282,4.2962,4.2892,4.3302,4.3753,166.5748,2.6001
2158.2001,78.1325,119.5473,9.3266,4.8849,4.2569,4.2459,4.2859,4.3289,167.1495,2.59
2158.3001,78.3584,117.9082,9.1389,4.8193,4.2004,4.1863,4.2253,4.2653,167.8058,2.5809
2158.4001,78.5621,117.2389,8.9588,4.7563,4.1442,4.1283,4.1663,4.2053,168.4761,2.573
2158.5001,78.7044,117.1971,8.8834,4.7241,4.111,4.092,4.13,4.169,169.2688,2.57
2158.6001,78.7871,117.2069,8.9661,4.7398,4.113,4.093,4.133,4.172,170.2216,2.569
2158.7001,78.7271,116.7008,9.1737,4.7959,4.144,4.123,4.166,4.2069,171.3283,2.571
2158.8001,78.5996,115.7772,9.3921,4.8583,4.1792,4.1582,4.2042,4.2472,172.3015,2.573
2158.9001,78.4185,114.9101,9.5378,4.9007,4.1998,4.1798,4.2298,4.2758,172.8743,2.574
2159.0001,78.2038,114.1727,9.592,4.909,4.198,4.181,4.234,4.283,172.9438,2.574
2159.1001,78.0184,113.1232,9.5905,4.8906,4.1776,4.1637,4.2207,4.2727,172.7649,2.573
2159.2001,77.8668,111.448,9.5423,4.8482,4.1412,4.1322,4.1932,4.2481,172.5661,2.569
2159.3001,77.8049,109.1948,9.4122,4.7686,4.0787,4.0767,4.1417,4.1987,172.4581,2.562
2159.4001,77.7803,107.4163,9.2134,4.6643,3.999,4.0029,4.0709,4.1308,172.4768,2.5541
2159.5001,77.797,106.6918,8.9597,4.5373,3.9023,3.9122,3.9852,4.0462,172.6875,2.545
2159.6001,77.815,106.9994,8.675,4.4001,3.7953,3.8133,3.8894,3.9524,173.2788,2.538
2159.7001,77.8071,107.3468,8.3876,4.2662,3.691,3.7169,3.7959,3.8599,174.2699,2.5331
2159.8001,77.757,107.325,8.126,4.145,3.597,3.631,3.713,3.779,175.5043,2.531
2159.9001,77.6499,107.2316,8.001,4.0771,3.5441,3.5862,3.6733,3.7413,176.7051,2.532
2160.0001,77.5337,107.395,8.1073,4.0899,3.552,3.6059,3.7008,3.7738,177.652,2.534
2160.1001,77.4118,107.6053,8.4209,4.1682,3.6122,3.6802,3.7853,3.8653,178.3577,2.535
2160.2001,77.3283,107.381,8.7201,4.2457,3.6728,3.755,3.872,3.9601,178.908,2.535
2160.3001,77.2742,106.5779,8.6513,4.2201,3.6571,3.751,3.875,3.966,179.468,2.534
2160.4001,77.2653,105.8319,8.2243,4.08,3.5532,3.6552,3.7792,3.8692,180.1647,2.533
2160.5001,77.3155,105.8092,7.7587,3.8998,3.4154,3.5224,3.6434,3.7304,180.9738,2.532
2160.6001,77.4029,106.6803,7.5791,3.7701,3.3131,3.4251,3.5471,3.6321,181.8054,2.534
2160.7001,77.5485,107.8504,7.6605,3.7006,3.2546,3.3767,3.5018,3.5878,182.3192,2.536
2160.8001,77.7217,108.8169,7.8278,3.6543,3.2133,3.3452,3.4762,3.5642,182.3438,2.538
2160.9001,77.9063,109.3013,7.9372,3.5928,3.1599,3.3019,3.4389,3.5289,182.0416,2.539
2161.0001,78.0683,109.4543,8.0215,3.5161,3.0973,3.2494,3.3925,3.4835,181.8631,2.539
2161.1001,78.0969,109.5655,8.1544,3.4374,3.0343,3.1982,3.3482,3.4392,182.0492,2.536
2161.2001,78.0092,109.9534,8.2784,3.3404,2.9636,3.1406,3.2966,3.3866,182.6909,2.533
2161.3001,77.6421,110.6572,8.1583,3.2085,2.871,3.0599,3.2199,3.3079,183.493,2.5281
2161.4001,77.065,111.3328,7.59,3.0273,2.7432,2.9392,3.0982,3.1842,184.2287,2.522
2161.5001,76.3581,111.4879,6.5357,2.796,2.5755,2.7715,2.9244,3.0073,184.8408,2.514
2161.6001,75.5835,110.9495,5.3152,2.5382,2.3806,2.5687,2.7138,2.7898,185.4668,2.5071
2161.7001,74.9545,110.0975,4.1741,2.2738,2.1718,2.3498,2.4828,2.5518,186.1928,2.499
2161.8001,74.4857,109.5851,3.2938,2.0371,1.9804,2.1474,2.2682,2.3302,186.9316,2.4899
2161.9001,74.5487,109.8824,2.7033,1.855,1.8288,1.9889,2.0999,2.156,187.6619,2.4801
2162.0001,74.8882,110.5496,2.2769,1.7126,1.7107,1.8647,1.9687,2.0196,188.5086,2.468
2162.1001,75.4531,110.715,1.9935,1.6122,1.629,1.779,1.8771,1.9261,189.4357,2.4552
2162.2001,76.177,109.4116,1.8225,1.5562,1.5891,1.7381,1.8381,1.8901,190.1889,2.443
2162.3001,76.7963,106.7183,1.741,1.5472,1.5923,1.7504,1.8585,1.9135,190.4536,2.433
2162.4001,77.2924,103.2931,1.7331,1.5817,1.6406,1.8144,1.9303,1.9873,190.239,2.4271
2162.5001,77.497,100.2109,1.78,1.649,1.721,1.912,2.036,2.099,189.978,2.427
2162.6001,77.6306,98.63,1.824,1.6999,1.7809,1.983,2.113,2.18,190.1501,2.4321
2162.7001,77.6896,98.8456,1.819,1.6931,1.775,1.979,2.11,2.178,190.6875,2.438
2162.8001,77.8909,100.8925,1.7427,1.6127,1.6876,1.8806,2.0056,2.0726,191.2822,2.44
2162.9001,78.2056,103.8723,1.6308,1.4957,1.5586,1.7344,1.8492,1.9132,191.7187,2.4339
